Player,Team,Position,Games,PPR Fantasy Points,PPR Fantasy Points Per Game,Routes Run,Route Participation Percent,Rushing Snap Count,Rushing Snap Percent,Rushing Attempts,Rushing Yards,Rushing Yards Per Carry,Rushing Touchdowns,Rushing Fumbles,Rushing Fumbles Lost,Rushing First Downs,Red Zone Rush Attempts,Goal Line Rush Attempts,Goal Line Rushing Touchdowns,Rushing EPA,Rushing EPA Per Attempt,Rushing DYAR,Rushing DVOA,Rushing Success Rate,Yards Before Contact,Yards After Contact,Avoided Tackles,Avoided Tackle Percent,Win Yards Per Attempt,Explosive Runs,Explosive Run Rate,Explosive Yards,Explosive Touchdowns,Juke Rate,Stacked Box Yards Per Attempt,Second Level Yards Per Attempt,Open Field Yards Per Attempt,Adjusted Line Yards Per Attempt,Stuffed Rate,Power Run Success Rate,Inside Zone Attempts,Inside Zone Percent,Inside Zone Yards Per Attempt,Outside Zone Attempts,Outside Zone Percent,Outside Zone Yards Per Attempt,Power Attempts,Power Percent,Power Yards Per Attempt,Man/Duo Attempts,Man/Duo Percent,Man/Duo Yards Per Attempt,Counter Attempts,Counter Percent,Counter Yards Per Attempt,Stacked Box Attempts,Stacked Box Percent,Stacked Box Run Yards Per Attempt,Designed Run Attempts,Designed Run Percent,Designed Run Yards Per Attempt,Scramble Attempts,Scramble Percent,Scramble Yards Per Attempt,Rushing Attempt Share,Touches,Touch Share,Rushing Opportunities,Rushing Opportunity Share,Team Rushing Attempt Share,Team Rushing Touch Share,Team Rushing Opportunity Share,Rushing Attempts Per Game,Touches Per Game,Receiving Snap Count,Receiving Snap Percent,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Yards Per Target,Yards Per Reception,Catch Percent,Yards After Catch,Yards After Catch Per Reception,Receiving First Downs,Longest Reception,100 Plus Yard Games,Targets Per Game,Receptions Per Game,Receiving Yards Per Game,End Zone Targets,End Zone Touchdowns,Receiving EPA,Receiving EPA Per Target,Receiving DYAR,Receiving DVOA,Routes Run Efficiency,Yards Per Route Run,Explosive Receptions,Explosive Reception Rate,Explosive Receiving Yards,Explosive Receiving Touchdowns,Catchable Targets,Catchable Target Rate,Adjusted Catch Percent,Contested Targets,Contested Target Rate,Contested Receptions,Contested Catch Rate,Created Catches,Drops,Drop Rate,Receiving Success Rate,Forced Missed Tackles,Single-High Coverage Target Percent,Single-High Coverage Yards Per Route Run,Two-High Coverage Target Percent,Two-High Coverage Yards Per Route Run,Zero Coverage Target Percent,Zero Coverage Yards Per Route Run,Man Coverage Target Percent,Man Coverage Yards Per Route Run,Zone Coverage Target Percent,Zone Coverage Yards Per Route Run,Tight Coverage Percent,Step Coverage Rate,Open Target Percent,Wide Open Target Percent,Close Coverage Target Percent,Wide Alignment Routes,Wide Alignment Percent,Wide Alignment Yards Per Route Run,Slot Alignment Routes,Slot Alignment Percent,Slot Alignment Yards Per Route Run,Backfield Alignment Routes,Backfield Alignment Percent,Backfield Alignment Yards Per Route Run,Inline Alignment Routes,Inline Alignment Percent,Inline Alignment Yards Per Route Run,Off-Line Alignment Routes,Off-Line Alignment Percent,Off-Line Alignment Yards Per Route Run,Air Yards,Average Depth of Target,Air Yards Per Game,Air Yards Per Route Run,Receiver Air Conversion Ratio,Weighted Opportunity Rating,Team Air Yards Share,Catchable Air Yards,Catchable Air Yards Rate,Prayer Yards,Prayer Yard Rate,Dropped Air Yards,20 Plus Yard Targets,20 Plus Yard Catches,20 Plus Yard Catch Rate,20 Plus Target Percent,20 Plus Yard Receiving Yards,20 Plus Yard Receiving Touchdowns,Target Share,First Read Targets,First Read Target Rate,First Read Target Share,Receiving Opportunities,Receiving Opportunity Share
Brandin Cooks,BUF,WR,15.00,51.90,3.46,324.00,60.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.00,45.14,36.00,24.00,279.00,0.00,7.75,11.62,66.67,43.00,1.79,14.00,50.00,1.00,2.40,1.60,18.60,1.00,0.00,16.04,0.44,48.22,4.56,324.00,0.86,4.00,11.11,127.00,0.00,26.00,72.22,92.31,9.00,25.00,6.00,66.67,4.00,3.00,11.54,55.56,1.00,49.38,0.25,48.46,1.52,2.16,0.00,29.63,0.18,70.37,1.15,27.78,22.22,33.33,8.33,8.33,197.00,60.80,0.71,123.00,37.96,1.13,4.00,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,516.00,14.33,34.40,1.59,0.54,0.20,14.28,303.00,58.72,213.00,41.28,79.00,11.00,4.00,36.36,30.56,127.00,0.00,6.73,27.00,75.00,4.62,36.00,3.33
Breece Hall,NYJ,RB,16.00,207.50,12.97,292.00,52.71,610.00,57.17,243.00,1065.00,4.38,4.00,2.00,2.00,59.00,24.00,4.00,1.00,-24.62,-0.10,71.82,-1.60,40.74,2.61,1.77,58.00,23.87,1.87,26.00,10.70,493.00,2.00,4.12,3.91,1.19,2.03,3.59,18.93,82.35,94.00,38.68,4.15,65.00,26.75,4.06,13.00,5.35,3.31,55.00,22.63,4.29,8.00,3.29,12.38,124.00,51.03,3.91,0.00,0.00,0.00,0.00,0.00,0.00,53.29,279.00,37.00,291.00,28.81,70.44,37.00,28.81,15.19,17.44,610.00,57.17,48.00,36.00,350.00,1.00,7.29,9.72,75.00,321.00,8.92,13.00,42.00,0.00,3.00,2.25,21.88,2.00,0.00,8.66,0.18,63.59,9.52,292.00,1.20,4.00,8.33,136.00,1.00,38.00,79.17,94.74,1.00,2.08,0.00,0.00,2.00,2.00,5.26,56.25,5.00,51.37,1.38,43.84,0.79,4.80,3.00,25.34,1.00,74.66,1.27,10.42,6.25,52.08,25.00,2.08,11.00,3.77,2.00,4.00,1.37,0.25,272.00,93.15,1.20,0.00,0.00,0.00,5.00,1.71,0.40,14.00,0.29,0.88,0.05,25.00,0.13,0.41,36.00,257.14,-22.00,-157.14,7.00,0.00,0.00,0.00,0.00,0.00,0.00,8.66,8.00,16.67,1.31,291.00,28.81
Brenton Strange,JAX,TE,12.00,118.00,9.83,316.00,52.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.00,48.24,60.00,46.00,540.00,3.00,9.00,11.74,76.67,247.00,5.37,28.00,30.00,0.00,5.00,3.83,45.00,3.00,3.00,31.36,0.52,104.19,19.67,316.00,1.71,9.00,15.00,213.00,1.00,51.00,85.00,90.20,6.00,10.00,2.00,33.33,0.00,4.00,7.84,63.33,7.00,51.58,1.60,42.72,2.01,5.70,0.50,30.38,1.46,69.62,1.82,15.00,13.33,41.67,10.00,18.33,48.00,15.19,2.44,96.00,30.38,1.26,11.00,3.48,6.54,50.00,15.82,1.48,111.00,35.13,1.40,414.00,6.90,34.50,1.31,1.30,0.21,8.48,325.00,78.50,89.00,21.50,14.00,4.00,3.00,75.00,6.67,75.00,1.00,9.93,34.00,56.67,5.26,60.00,5.49
Brian Thomas Jr.,JAX,WR,14.00,138.80,9.91,440.00,72.85,708.00,62.32,3.00,21.00,7.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,2.86,0.95,28.01,101.94,100.00,5.67,1.33,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,7.00,5.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,66.67,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,51.00,6.12,94.00,8.60,0.76,6.79,9.30,1.00,17.00,708.00,62.32,91.00,48.00,707.00,2.00,7.77,14.73,52.75,159.00,3.31,33.00,46.00,0.00,6.50,3.43,50.50,7.00,1.00,17.20,0.19,37.05,-7.43,440.00,1.61,11.00,12.09,332.00,1.00,69.00,75.82,69.56,23.00,25.28,6.00,26.09,4.00,10.00,14.49,48.35,5.00,52.04,1.80,43.64,1.28,4.32,2.63,27.96,2.11,72.04,1.41,35.16,13.19,24.18,6.59,19.78,337.00,76.59,1.74,102.00,23.18,1.19,1.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1315.00,14.45,93.93,2.99,0.54,0.42,26.95,872.00,66.31,443.00,33.69,111.00,23.00,6.00,26.09,25.28,187.00,0.00,15.07,76.00,83.52,11.75,94.00,8.60
Brock Bowers,LV,TE,12.00,174.00,14.50,393.00,67.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.00,59.18,86.00,64.00,680.00,7.00,7.91,10.62,74.42,305.00,4.77,36.00,38.00,2.00,7.17,5.33,56.67,13.00,6.00,22.30,0.26,121.17,14.11,393.00,1.73,8.00,9.30,221.00,1.00,68.00,79.07,94.12,16.00,18.60,10.00,62.50,4.00,3.00,4.41,55.81,5.00,54.20,1.76,43.00,1.71,2.80,1.46,31.81,2.24,68.19,1.49,27.91,8.14,40.70,5.81,17.44,79.00,20.10,2.08,175.00,44.53,1.70,9.00,2.29,-0.11,50.00,12.72,1.72,80.00,20.36,1.66,560.00,6.51,46.67,1.42,1.21,0.34,17.46,396.00,70.71,164.00,29.29,0.00,6.00,2.00,33.33,6.98,54.00,0.00,14.85,71.00,82.56,11.81,88.00,9.28
Brock Wright,DET,TE,11.00,36.80,3.35,171.00,27.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.00,35.86,22.00,14.00,108.00,2.00,4.91,7.71,63.64,86.00,6.14,7.00,20.00,0.00,2.00,1.27,9.82,1.00,1.00,-1.93,-0.09,-1.12,-8.01,171.00,0.63,1.00,4.54,20.00,0.00,15.00,68.18,93.33,0.00,0.00,0.00,0.00,0.00,2.00,13.33,50.00,0.00,57.31,0.51,40.94,0.79,1.75,1.00,22.81,0.95,77.19,0.54,22.73,13.64,50.00,4.54,9.09,15.00,8.77,0.00,29.00,16.96,0.14,13.00,7.60,3.62,45.00,26.32,0.36,69.00,40.35,0.59,22.00,1.00,2.00,0.13,4.91,0.06,0.59,27.00,122.73,-5.00,-22.73,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54,10.00,45.46,1.60,22.00,2.07
Brycen Tremayne,CAR,WR,15.00,30.00,2.00,105.00,19.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.00,22.49,18.00,14.00,160.00,0.00,,,,,,,,,1.20,0.93,10.67,,,7.12,0.40,6.03,-8.36,105.00,1.52,3.00,16.67,70.00,0.00,15.00,83.33,93.33,3.00,16.67,1.00,33.33,2.00,1.00,6.67,66.67,1.00,51.43,1.07,43.81,2.22,3.81,0.00,33.33,0.60,65.71,2.01,11.11,22.22,44.44,5.56,11.11,63.00,60.00,1.75,41.00,39.05,1.22,1.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157.00,8.72,10.47,1.50,1.02,0.08,4.55,116.00,73.89,41.00,26.12,14.00,1.00,1.00,100.00,5.56,26.00,0.00,3.27,13.00,72.22,2.23,18.00,1.78
Bucky Irving,TB,RB,10.00,140.50,14.05,206.00,34.56,406.00,36.54,173.00,588.00,3.40,1.00,1.00,1.00,27.00,18.00,0.00,0.00,-35.99,-0.21,-108.31,-23.77,34.68,1.58,1.82,38.00,21.96,1.80,11.00,6.36,160.00,1.00,1.16,2.95,1.19,0.92,3.75,21.39,61.54,49.00,28.32,4.16,20.00,11.56,2.15,25.00,14.45,4.20,50.00,28.90,2.76,20.00,11.56,3.05,63.00,36.42,2.95,4.00,2.31,6.75,0.00,0.00,0.00,36.65,203.00,24.67,208.00,19.48,41.79,24.67,19.48,17.30,20.30,406.00,36.54,35.00,30.00,277.00,3.00,7.91,9.23,85.71,360.00,12.00,11.00,72.00,1.00,3.50,3.00,27.70,0.00,0.00,8.81,0.25,36.95,3.15,206.00,1.34,5.00,14.29,163.00,2.00,32.00,91.43,93.75,2.00,5.71,1.00,50.00,0.00,1.00,3.12,40.00,14.00,51.94,0.61,46.12,2.23,1.94,0.00,30.10,0.26,69.90,1.81,11.43,2.86,48.57,22.86,14.29,15.00,7.28,0.00,8.00,3.88,0.12,183.00,88.84,1.51,0.00,0.00,0.00,0.00,0.00,0.00,-56.00,-1.60,-5.60,-0.27,-4.95,0.08,-1.24,-73.00,130.36,17.00,-30.36,4.00,1.00,1.00,100.00,2.86,72.00,1.00,5.87,7.00,20.00,1.10,208.00,19.48
Cade Otton,TB,TE,16.00,122.20,7.64,528.00,88.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.00,83.71,81.00,59.00,572.00,1.00,7.06,9.70,72.84,309.00,5.24,26.00,27.00,0.00,5.06,3.69,35.75,2.00,0.00,4.03,0.05,-11.00,-9.39,528.00,1.08,7.00,8.64,158.00,0.00,66.00,81.48,89.39,10.00,12.35,4.00,40.00,1.00,4.00,6.06,49.38,5.00,49.24,0.95,48.67,1.27,2.08,0.00,31.44,0.63,68.56,1.29,17.28,8.64,48.15,8.64,16.05,79.00,14.96,0.72,246.00,46.59,1.25,16.00,3.03,0.06,54.00,10.23,0.87,133.00,25.19,1.20,419.00,5.17,26.19,0.79,1.36,0.27,9.30,294.00,70.17,125.00,29.83,12.00,1.00,0.00,0.00,1.24,0.00,0.00,13.59,50.00,61.73,7.82,81.00,7.58
Calvin Austin III,PIT,WR,14.00,86.20,6.16,299.00,51.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.00,42.36,55.00,31.00,372.00,3.00,6.76,12.00,56.36,128.00,4.13,15.00,31.00,0.00,3.93,2.21,26.57,4.00,3.00,-4.14,-0.08,-13.46,-15.91,299.00,1.24,5.00,9.09,130.00,1.00,35.00,63.64,88.57,8.00,14.54,2.00,25.00,2.00,2.00,5.71,43.64,3.00,42.14,1.32,56.52,1.11,1.34,4.75,31.10,1.88,68.90,0.96,32.73,7.27,45.46,1.82,12.73,149.00,49.83,1.26,145.00,48.50,1.11,2.00,0.67,2.50,0.00,0.00,0.00,3.00,1.00,6.00,605.00,11.00,43.21,2.02,0.62,0.27,18.44,279.00,46.12,326.00,53.88,11.00,10.00,3.00,30.00,18.18,79.00,1.00,9.47,41.00,74.54,6.90,55.00,5.57
Calvin Ridley,TEN,WR,7.00,47.30,6.76,153.00,24.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.00,23.17,36.00,17.00,303.00,0.00,,,,,,,,,5.14,2.43,43.29,,,12.22,0.34,22.07,-4.17,153.00,1.98,7.00,19.44,206.00,0.00,23.00,63.89,73.91,6.00,16.67,1.00,16.67,0.00,4.00,17.39,41.67,1.00,57.52,1.66,39.87,2.57,2.61,0.00,38.56,1.68,61.44,2.17,30.56,13.89,38.89,5.56,11.11,115.00,75.16,2.10,38.00,24.84,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,453.00,12.58,64.71,2.96,0.67,0.16,11.29,310.00,68.43,143.00,31.57,57.00,4.00,3.00,75.00,11.11,110.00,0.00,5.75,27.00,75.00,4.16,36.00,3.59
Cam Skattebo,NYG,RB,8.00,127.70,15.96,133.00,23.17,270.00,23.77,101.00,410.00,4.06,5.00,1.00,1.00,28.00,23.00,9.00,3.00,-13.22,-0.13,41.41,0.31,40.59,1.38,2.68,23.00,22.77,2.70,10.00,9.90,144.00,1.00,1.98,4.17,1.13,1.43,3.96,16.83,75.00,22.00,21.78,3.64,25.00,24.75,4.68,17.00,16.83,5.24,34.00,33.66,3.03,2.00,1.98,7.00,54.00,53.46,4.17,0.00,0.00,0.00,0.00,0.00,0.00,19.76,125.00,14.99,133.00,12.26,25.25,16.71,13.31,12.62,15.62,270.00,23.77,32.00,24.00,207.00,2.00,,,,,,,,,4.00,3.00,25.88,,,3.35,0.10,56.75,17.10,133.00,1.56,1.00,3.12,21.00,0.00,26.00,81.25,92.31,2.00,6.25,0.00,0.00,0.00,1.00,3.85,50.00,7.00,45.86,1.51,47.37,1.82,6.77,0.00,33.84,1.69,66.17,1.49,6.25,3.12,50.00,18.75,21.88,7.00,5.26,2.14,4.00,3.01,1.00,122.00,91.73,1.54,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,-0.16,-0.62,-0.04,-41.40,0.08,-0.11,2.00,-40.00,-7.00,140.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,5.58,7.00,21.88,1.12,133.00,12.26
Cedric Tillman,CLV,WR,13.00,60.00,4.62,299.00,49.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.00,46.23,39.00,21.00,270.00,2.00,6.92,12.86,53.85,62.00,2.95,13.00,42.00,0.00,3.00,1.62,20.77,4.00,2.00,6.52,0.17,-10.01,-15.95,299.00,0.90,6.00,15.38,160.00,0.00,22.00,56.41,95.46,4.00,10.26,2.00,50.00,0.00,2.00,9.09,41.03,0.00,55.85,1.38,42.48,0.28,1.67,1.00,33.44,1.21,66.56,0.75,35.90,15.38,38.46,0.00,10.26,204.00,68.23,0.47,95.00,31.77,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,463.00,11.87,35.62,1.55,0.58,0.18,12.23,184.00,39.74,279.00,60.26,9.00,6.00,1.00,16.67,15.38,42.00,0.00,6.40,33.00,84.62,5.15,39.00,3.79
CeeDee Lamb,DAL,WR,14.00,200.70,14.34,432.00,65.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.00,59.53,117.00,75.00,1077.00,3.00,9.20,14.36,64.10,323.00,4.31,43.00,74.00,6.00,8.36,5.36,76.93,14.00,3.00,28.99,0.25,172.50,5.98,432.00,2.49,16.00,13.68,548.00,1.00,84.00,71.80,89.29,18.00,15.38,8.00,44.44,3.00,8.00,9.52,54.70,8.00,39.12,2.89,56.02,2.21,4.86,2.62,33.80,4.10,66.20,1.67,27.35,17.95,32.48,5.98,13.68,278.00,64.35,2.62,148.00,34.26,2.24,6.00,1.39,2.83,0.00,0.00,0.00,0.00,0.00,0.00,1403.00,11.99,100.21,3.25,0.77,0.46,27.68,889.00,63.36,514.00,36.64,124.00,21.00,12.00,57.14,17.95,454.00,1.00,17.86,95.00,81.20,13.89,118.00,10.54
Charlie Kolar,BLT,TE,17.00,36.20,2.13,113.00,24.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.00,37.19,15.00,10.00,142.00,2.00,9.47,14.20,66.67,52.00,5.20,9.00,23.00,0.00,0.88,0.59,8.35,1.00,1.00,5.16,0.34,45.65,36.27,113.00,1.26,2.00,13.33,43.00,0.00,10.00,66.67,100.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,66.67,0.00,63.72,1.12,29.20,1.46,7.08,1.62,30.97,0.37,69.03,1.65,20.00,6.67,40.00,13.33,13.33,5.00,4.42,0.00,9.00,7.96,2.11,0.00,0.00,0.00,67.00,59.29,1.54,32.00,28.32,0.62,106.00,7.07,6.24,0.94,1.34,0.07,3.10,90.00,84.91,16.00,15.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.21,8.00,53.33,1.59,15.00,1.54
Charlie Woerner,ATL,TE,17.00,12.80,0.75,204.00,35.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.00,50.24,9.00,8.00,48.00,0.00,5.33,6.00,88.89,35.00,4.38,2.00,18.00,0.00,0.53,0.47,2.82,0.00,0.00,-0.20,-0.02,-17.99,-36.34,204.00,0.24,0.00,0.00,0.00,0.00,8.00,88.89,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,2.00,52.45,0.03,42.16,0.52,5.39,0.00,31.37,0.00,68.63,0.34,11.11,0.00,55.56,0.00,33.33,10.00,4.90,0.00,13.00,6.37,0.62,76.00,37.26,0.03,36.00,17.65,0.39,69.00,33.82,0.35,12.00,1.33,0.71,0.06,4.00,0.03,0.29,13.00,108.33,-1.00,-8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,3.00,33.33,0.51,9.00,0.86
Chase Brown,CIN,RB,17.00,278.30,16.37,444.00,65.68,699.00,65.27,232.00,1019.00,4.39,6.00,1.00,0.00,52.00,36.00,12.00,2.00,-7.57,-0.03,196.02,11.66,40.09,1.90,2.49,53.00,22.84,2.62,24.00,10.34,394.00,1.00,1.72,3.74,1.21,1.70,3.85,11.64,73.33,65.00,28.02,4.62,39.00,16.81,3.72,17.00,7.33,3.76,85.00,36.64,4.14,5.00,2.15,15.00,81.00,34.91,3.74,0.00,0.00,0.00,0.00,0.00,0.00,60.89,301.00,37.96,320.00,30.27,68.84,37.96,30.27,13.65,17.71,699.00,65.27,88.00,69.00,414.00,5.00,4.70,6.00,78.41,427.00,6.19,19.00,23.00,0.00,5.18,4.06,24.35,3.00,2.00,-11.38,-0.13,14.14,-11.18,444.00,0.93,2.00,2.27,44.00,0.00,77.00,87.50,89.61,7.00,7.96,2.00,28.57,2.00,6.00,7.79,42.04,19.00,44.14,0.52,53.83,1.31,2.03,0.00,30.63,0.87,69.37,0.96,11.36,5.68,44.32,20.45,18.18,19.00,4.28,0.00,38.00,8.56,1.42,378.00,85.14,0.95,0.00,0.00,0.00,9.00,2.03,0.22,46.00,0.52,2.71,0.10,9.00,0.20,0.98,15.00,32.61,31.00,67.39,2.00,1.00,0.00,0.00,1.14,0.00,0.00,13.02,17.00,19.32,2.46,320.00,30.27
Chig Okonkwo,TEN,TE,17.00,124.00,7.29,432.00,69.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.00,60.66,79.00,56.00,560.00,2.00,7.09,10.00,70.89,342.00,6.11,24.00,43.00,0.00,4.65,3.29,32.94,1.00,0.00,12.67,0.16,-24.62,-12.39,432.00,1.30,6.00,7.60,173.00,1.00,62.00,78.48,90.32,7.00,8.86,3.00,42.86,0.00,5.00,8.06,44.30,12.00,51.16,1.08,45.83,1.33,2.78,4.83,28.24,1.09,71.53,1.38,16.46,12.66,46.84,11.39,11.39,65.00,15.05,0.28,187.00,43.29,1.87,12.00,2.78,0.08,33.00,7.64,2.21,135.00,31.25,0.88,366.00,4.63,21.53,0.85,1.53,0.25,9.12,253.00,69.13,113.00,30.87,33.00,4.00,1.00,25.00,5.06,39.00,0.00,12.62,44.00,55.70,6.78,79.00,7.87
Chimere Dike,TEN,WR,17.00,116.10,6.83,393.00,62.78,592.00,57.64,11.00,18.00,1.64,0.00,0.00,0.00,0.00,2.00,2.00,0.00,-4.24,-0.38,-24.97,-72.73,18.18,0.18,1.46,3.00,27.27,1.46,0.00,0.00,0.00,0.00,0.00,2.33,1.46,0.00,0.00,27.27,0.00,0.00,0.00,0.00,1.00,9.09,2.00,1.00,9.09,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,27.27,2.33,0.00,0.00,0.00,0.00,0.00,0.00,2.91,59.00,8.22,85.00,8.47,3.24,8.69,8.81,1.22,6.56,592.00,57.64,74.00,48.00,423.00,4.00,5.72,8.81,64.86,220.00,4.58,20.00,38.00,0.00,4.35,2.82,24.88,5.00,3.00,1.57,0.02,-12.61,-14.85,393.00,1.08,6.00,8.11,173.00,1.00,50.00,67.57,96.00,4.00,5.40,3.00,75.00,3.00,2.00,4.00,41.89,3.00,49.87,1.11,47.07,1.06,2.80,0.27,25.95,1.33,73.79,0.97,13.51,9.46,58.11,5.40,13.51,109.00,27.74,1.06,273.00,69.47,1.11,11.00,2.80,0.46,0.00,0.00,0.00,0.00,0.00,0.00,599.00,8.10,35.24,1.52,0.71,0.28,14.92,218.00,36.39,381.00,63.61,15.00,11.00,3.00,27.27,14.86,106.00,1.00,11.82,41.00,55.40,6.32,85.00,8.47
Chris Brooks,GB,RB,17.00,32.70,1.92,128.00,24.71,192.00,18.37,27.00,106.00,3.93,0.00,0.00,0.00,5.00,3.00,0.00,0.00,-4.86,-0.18,11.12,2.33,37.04,1.11,2.82,5.00,18.52,2.82,3.00,11.11,32.00,0.00,0.00,4.33,1.89,1.18,4.03,14.82,100.00,8.00,29.63,3.88,14.00,51.85,4.71,1.00,3.70,0.00,3.00,11.11,4.33,0.00,0.00,0.00,15.00,55.56,4.33,0.00,0.00,0.00,0.00,0.00,0.00,5.49,40.00,4.88,44.00,4.36,6.46,5.33,4.68,3.86,5.71,192.00,18.37,17.00,13.00,91.00,0.00,,,,,,,,,1.00,0.76,5.35,,,-1.12,-0.07,-3.44,-17.87,128.00,0.71,0.00,0.00,0.00,0.00,15.00,88.24,86.67,0.00,0.00,0.00,0.00,0.00,2.00,13.33,47.06,4.00,49.22,0.59,45.31,0.93,5.47,0.00,32.03,0.73,67.97,0.70,0.00,5.88,58.82,23.53,11.76,5.00,3.91,0.00,3.00,2.34,0.00,106.00,82.81,0.76,0.00,0.00,0.00,14.00,10.94,0.71,6.00,0.35,0.35,0.05,15.17,0.05,0.14,-13.00,-216.67,19.00,316.67,2.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28,4.00,23.53,0.72,44.00,4.36
Chris Godwin Jr.,TB,WR,9.00,81.00,9.00,242.00,40.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.00,36.00,51.00,33.00,360.00,2.00,7.06,10.91,64.71,206.00,6.24,21.00,59.00,1.00,5.67,3.67,40.00,4.00,2.00,13.65,0.27,34.51,-4.33,242.00,1.49,5.00,9.80,158.00,0.00,38.00,74.51,86.84,5.00,9.80,2.00,40.00,0.00,2.00,5.26,58.82,6.00,56.20,1.70,41.32,1.04,2.48,4.17,30.99,1.07,69.01,1.68,23.53,3.92,45.10,3.92,21.57,115.00,47.52,1.57,127.00,52.48,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,361.00,7.08,40.11,1.49,1.00,0.18,8.02,213.00,59.00,148.00,41.00,10.00,4.00,1.00,25.00,7.84,31.00,0.00,8.56,32.00,62.74,5.01,51.00,4.78
Chris Moore,WAS,WR,14.00,37.70,2.69,208.00,41.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.00,37.00,23.00,11.00,207.00,1.00,9.00,18.82,47.83,53.00,4.82,10.00,44.00,0.00,1.64,0.79,14.79,3.00,1.00,12.28,0.53,14.36,-4.59,208.00,1.00,3.00,13.04,100.00,1.00,15.00,65.22,73.33,6.00,26.09,2.00,33.33,1.00,2.00,13.33,52.17,0.00,62.98,1.22,33.17,0.68,3.36,0.00,38.94,1.40,60.58,0.75,34.78,17.39,30.44,0.00,13.04,165.00,79.33,1.12,42.00,20.19,0.52,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.48,0.00,332.00,14.44,23.71,1.60,0.62,0.13,8.30,195.00,58.74,137.00,41.26,17.00,5.00,2.00,40.00,21.74,56.00,1.00,4.54,16.00,69.56,2.81,24.00,2.42
